Fact_ID;Fecha;Productos FK;País FK;Ingresos;Gastos;Beneficios;Margenes
200;2017/01/01;1;29;18176,67021;9914,547389;8262,122824;0,833333333
201;2017/01/01;4;29;51775,9697;45138,02486;6637,944833;0,147058824
202;2017/01/01;6;29;14479,72034;12735,17572;1744,544619;0,136986301
203;2017/01/01;2;29;7708,001504;4204,364457;3503,637047;0,833333333
204;2017/01/01;7;30;169782,2344;152096,585;17685,64942;0,11627907
205;2017/01/01;3;30;299035,8065;169020,2384;130015,568;0,769230769
206;2017/01/01;5;30;671747,1014;547349,4901;124397,6114;0,227272727
207;2017/01/01;1;30;383062,3967;216513,5286;166548,8681;0,769230769
208;2017/01/01;4;30;1571205,085;1524804,449;46400,63559;0,030430548
209;2017/01/01;6;30;260396,3483;232986,2064;27410,14193;0,117647059
210;2017/01/01;2;30;119768,863;65328,47075;54440,3923;0,833333333
211;2017/01/01;7;31;21769,3082;18141,09017;3628,218034;0,2
212;2017/01/01;3;31;30777,29781;16787,61698;13989,68082;0,833333333
213;2017/01/01;5;31;70632,79137;58241,07358;12391,71778;0,212765957
214;2017/01/01;1;31;43830,16964;23907,36526;19922,80438;0,833333333
215;2017/01/01;4;31;140256,5429;125797,1054;14459,43741;0,114942529
216;2017/01/01;6;31;30971,47634;27327,77324;3643,703099;0,133333333
217;2017/01/01;2;31;12427,79494;7456,676962;4971,117975;0,666666667
218;2017/01/01;7;32;129895,3573;103916,2858;25979,07146;0,25
219;2017/01/01;3;32;203331,6383;125127,162;78204,47627;0,625
220;2017/01/01;5;32;704169,5684;633041,3292;71128,23923;0,112359551
221;2017/01/01;1;32;245040,6923;154284,8803;90755,81197;0,588235294
222;2017/01/01;4;32;815806,2073;724142,5885;91663,6188;0,126582278
223;2017/01/01;6;32;215793,9;193996,5364;21797,36364;0,112359551
224;2017/01/01;2;32;89553,0241;48847,10405;40705,92004;0,833333333
225;2017/01/01;7;33;282210,0244;252187,6814;30022,34303;0,119047619
226;2017/01/01;3;33;370246,3878;201952,5751;168293,8126;0,833333333
227;2017/01/01;5;33;933783,1691;839461,6369;94321,53223;0,112359551
228;2017/01/01;1;33;531357,7866;309958,7089;221399,0778;0,714285714
229;2017/01/01;4;33;1443119,443;1271319,509;171799,9337;0,135135135
230;2017/01/01;6;33;341383,0941;302143,658;39239,4361;0,12987013
231;2017/01/01;2;33;165357,4362;93462,89872;71894,53748;0,769230769
232;2017/01/01;7;34;112380,9364;99491,81419;12889,12221;0,129549575
233;2017/01/01;3;34;171965,4597;97551,31534;74414,14439;0,762820513
234;2017/01/01;5;34;416631,7642;356451,6205;60180,14372;0,168831169
235;2017/01/01;1;34;174305,1259;98878,54412;75426,58173;0,762820513
236;2017/01/01;4;34;582337,5795;498180,4068;84157,17279;0,16892911
237;2017/01/01;6;34;161658,3817;131260,2664;30398,1153;0,231586573
238;2017/01/01;2;34;81993,1312;46065,23189;35927,89931;0,779935275
239;2017/01/01;7;35;103534,9352;82647,88739;20887,04779;0,252723312
240;2017/01/01;3;35;222744,4821;144624,8101;78119,67193;0,540154015
241;2017/01/01;5;35;375227,2819;338662,5808;36564,70109;0,10796794
242;2017/01/01;1;35;188881,3007;126224,814;62656,48664;0,496388029
243;2017/01/01;4;35;755525,2027;674306,2434;81218,95929;0,120448179
244;2017/01/01;6;35;163476,2135;152305,3389;11170,87459;0,073345259
245;2017/01/01;2;35;74051,47682;42273,73438;31777,74244;0,751713633
246;2017/01/01;7;36;282169,0774;248386,0947;33782,9827;0,13600996
247;2017/01/01;3;36;398563,8219;253457,0675;145106,7544;0,572510192
248;2017/01/01;5;36;1054053,083;941818,6981;112234,3846;0,119167718
249;2017/01/01;1;36;518457,0041;346472,3013;171984,7027;0,496388029
250;2017/01/01;4;36;2198972,81;1767704,878;431267,9328;0,243970551
251;2017/01/01;6;36;356258,1648;320632,3483;35625,81648;0,111111111
252;2017/01/01;2;36;179381,7482;119876,4924;59505,2558;0,496388029
253;2017/01/01;7;37;65244,02259;58904,88113;6339,141454;0,107616573
254;2017/01/01;3;37;106623,6208;72504,06215;34119,55866;0,470588235
255;2017/01/01;5;37;264781,9917;235967,4808;28814,51086;0,122112211
256;2017/01/01;1;37;154994,3366;104362,8533;50631,48328;0,485148515
257;2017/01/01;4;37;496466,2344;438308,7612;58157,47317;0,132686084
258;2017/01/01;6;37;84730,23733;67219,32162;17510,91572;0,260504202
259;2017/01/01;2;37;41372,1862;28190,1517;13182,0345;0,467611336
260;2017/01/01;7;38;359747,853;310490,07;49257,78295;0,158645276
261;2017/01/01;3;38;643562,7682;403959,3991;239603,3691;0,593137255
262;2017/01/01;5;38;1706326,972;1511446,471;194880,5016;0,128936423
263;2017/01/01;1;38;634776,9283;384674,8186;250102,1098;0,650165017
264;2017/01/01;4;38;3444252,593;3002161,541;442091,052;0,147257583
265;2017/01/01;6;38;535993,1988;470531,7344;65461,46445;0,139122316
266;2017/01/01;2;38;296634,1946;186195,0021;110439,1924;0,593137255
267;2017/01/01;7;39;11568,62316;10407,36769;1161,255464;0,111580132
268;2017/01/01;3;39;21298,82171;13829,02066;7469,801041;0,540154015
269;2017/01/01;5;39;45414,01653;37959,85382;7454,162713;0,196369637
270;2017/01/01;1;39;18627,44407;10739,12645;7888,317618;0,73453997
271;2017/01/01;4;39;65417,80952;59464,78886;5953,020667;0,100110011
272;2017/01/01;6;39;16403,27164;13895,51723;2507,75441;0,180472189
273;2017/01/01;2;39;9143,254576;5595,6718;3547,582775;0,633986928
274;2017/01/01;7;40;82855,93013;67113,30341;15742,62672;0,234567901
275;2017/01/01;3;40;115343,5137;73227,22174;42116,29194;0,575145294
276;2017/01/01;5;40;364884,7692;279435,3905;85449,37869;0,305792972
277;2017/01/01;1;40;178159,6995;122288,8178;55870,88177;0,456876457
278;2017/01/01;4;40;492831,3766;425806,3094;67025,06722;0,157407407
279;2017/01/01;6;40;101737,3083;79784,50209;21952,80622;0,275151259
280;2017/01/01;2;40;62517,32455;36938,01389;25579,31066;0,692492854
281;2017/01/01;7;41;222194,0258;200950,1092;21243,91661;0,105717368
282;2017/01/01;3;41;405177,3412;255261,7249;149915,6162;0,587301587
283;2017/01/01;5;41;776843,7744;727125,7729;49718,00156;0,068376068
284;2017/01/01;1;41;416613,7984;250315,4572;166298,3412;0,664355062
285;2017/01/01;4;41;1435003,083;1314736,158;120266,9251;0,091476091
286;2017/01/01;6;41;304779,4159;280991,7542;23787,66173;0,084656085
287;2017/01/01;2;41;139810,8552;84003,02217;55807,83304;0,664355062
288;2017/01/01;7;42;77344,86095;71060,591;6284,269952;0,088435374
289;2017/01/01;3;42;127691,9874;73132,6837;54559,30372;0,746031746
290;2017/01/01;5;42;406060,52;376400,4472;29660,07277;0,07879925
291;2017/01/01;1;42;173530,1368;118000,493;55529,64376;0,470588235
292;2017/01/01;4;42;812121,04;747524,7458;64596,29422;0,086413586
293;2017/01/01;6;42;101515,13;82313,65116;19201,47884;0,233272107
294;2017/01/01;2;42;51727,45478;31381,32256;20346,13221;0,648351648
295;2017/01/01;7;43;20399,98276;18141,20206;2258,7807;0,124511082
296;2017/01/01;3;43;31046,0379;17272,88654;13773,15136;0,797385621
297;2017/01/01;5;43;109781,3505;96921,24946;12860,10106;0,132686084
298;2017/01/01;1;43;50468,20379;33365,09028;17103,11351;0,512605042
299;2017/01/01;4;43;112092,5368;103765,6627;8326,874165;0,080246914
300;2017/01/01;6;43;31598,78635;28115,39633;3483,390019;0,123896173
301;2017/01/01;2;43;15344,07925;9398,248541;5945,83071;0,632653061
302;2017/01/01;7;44;315847,6937;261391,1947;54456,49891;0,208333333
303;2017/01/01;3;44;561643,5642;374429,0428;187214,5214;0,5
304;2017/01/01;5;44;1233695,692;1205185,724;28509,96795;0,023656078
305;2017/01/01;1;44;584382,17;367944,3293;216437,8408;0,588235294
306;2017/01/01;4;44;2624407,2;2677655,7;-53248,5;-0,019886239
307;2017/01/01;6;44;412406,8457;342507,3803;69899,46538;0,204081633
308;2017/01/01;2;44;221724,1106;145267,5207;76456,58986;0,526315789
309;2017/01/01;7;45;86313,83858;63872,24055;22441,59803;0,351351351
310;2017/01/01;3;45;136596,3551;85600,38255;50995,97259;0,595744681
311;2017/01/01;5;45;356483,1707;266603,9032;89879,26751;0,3371266
312;2017/01/01;1;45;175389,72;109164,9809;66224,7391;0,606648199
313;2017/01/01;4;45;859753,5294;646534,6541;213218,8753;0,329787234
314;2017/01/01;6;45;128584,8387;107255,6629;21329,17582;0,198862934
315;2017/01/01;2;45;64671,72566;36188,04823;28483,67743;0,787101787
316;2017/01/01;7;46;17514,84937;15709,1948;1805,654574;0,114942529
317;2017/01/01;3;46;27270,67752;17531,14984;9739,527687;0,555555556
318;2017/01/01;5;46;93023,31111;79734,26667;13289,04444;0,166666667
319;2017/01/01;1;46;33354,97211;18852,81032;14502,16179;0,769230769
320;2017/01/01;4;46;87209,35417;71353,10795;15856,24621;0,222222222
321;2017/01/01;6;46;22031,83684;19013,777;3018,059841;0,158730159
322;2017/01/01;2;46;11044,98417;6954,249292;4090,734877;0,588235294
323;2017/01/01;7;47;19522,42699;16213,54106;3308,88593;0,204081633
324;2017/01/01;3;47;31527,26269;18916,35761;12610,90507;0,666666667
325;2017/01/01;5;47;78234,31852;70084,91034;8149,408179;0,11627907
326;2017/01/01;1;47;50534,12919;33108,5674;17425,56179;0,526315789
327;2017/01/01;4;47;157636,3134;140313,6416;17322,67181;0,12345679
328;2017/01/01;6;47;28544,95405;24467,10347;4077,850579;0,166666667
329;2017/01/01;2;47;13235,12907;7480,725128;5754,403945;0,769230769
330;2017/01/01;7;48;160307,3105;130620,7715;29686,53898;0,227272727
331;2017/01/01;3;48;233174,2698;149897,7449;83276,52493;0,555555556
332;2017/01/01;5;48;685451,9483;545563,7956;139888,1527;0,256410256
333;2017/01/01;1;48;295585,2268;190019,0743;105566,1524;0,555555556
334;2017/01/01;4;48;935440,3059;774157,4945;161282,8114;0,208333333
335;2017/01/01;6;48;213743,0806;185244,0032;28499,07742;0,153846154
336;2017/01/01;2;48;105175,1667;70116,77778;35058,38889;0,5
337;2017/01/01;7;49;178934,3831;157113,1169;21821,26623;0,138888889
338;2017/01/01;3;49;306176,6111;188416,3761;117760,235;0,625
339;2017/01/01;5;49;725155,1316;632186,525;92968,60661;0,147058824
340;2017/01/01;1;49;338801,9877;197634,4928;141167,4949;0,714285714
341;2017/01/01;4;49;1102235,8;857294,5111;244941,2889;0,285714286
342;2017/01/01;6;49;222224,9597;193364,5753;28860,38437;0,149253731
343;2017/01/01;2;49;106943,9651;70066,73574;36877,22933;0,526315789
344;2017/01/01;7;50;117215,8414;96284,44114;20931,40025;0,217391304
345;2017/01/01;3;50;178237,0294;118824,6863;59412,34314;0,5
346;2017/01/01;5;50;415072,5342;373146,0156;41926,51861;0,112359551
347;2017/01/01;1;50;208249,4502;128153,5078;80095,94237;0,625
348;2017/01/01;4;50;1188246,863;1054735,979;133510,8835;0,126582278
349;2017/01/01;6;50;156590,6718;133562,6319;23028,03998;0,172413793
350;2017/01/01;2;50;89381,40118;56277,17852;33104,22266;0,588235294
351;2017/01/01;7;51;107692,3711;88798,97267;18893,39844;0,212765957
352;2017/01/01;3;51;145094,512;91355,80384;53738,70814;0,588235294
353;2017/01/01;5;51;367133,0833;295146,2042;71986,87908;0,243902439
354;2017/01/01;1;51;190793,5709;122653,0098;68140,56102;0,555555556
355;2017/01/01;4;51;515548,5851;420076,6249;95471,9602;0,227272727
356;2017/01/01;6;51;127195,7139;99544,47176;27651,24215;0,277777778
357;2017/01/01;2;51;64272,63528;35057,80106;29214,83422;0,833333333
358;2017/01/01;7;52;3255574,449;2681523,882;574050,5672;0,214076246
359;2017/01/01;3;52;4676887,175;2684126,553;1992760,622;0,742424242
360;2017/01/01;5;52;14817427,61;12231658,53;2585769,083;0,211399711
361;2017/01/01;1;52;6291526,786;3610789,286;2680737,5;0,742424242
362;2017/01/01;4;52;21718695,25;16700991,58;5017703,677;0,300443459
363;2017/01/01;6;52;4441077,747;3344160,302;1096917,445;0,328009828
364;2017/01/01;2;52;2301109,944;1283952,65;1017157,294;0,792207792
365;2017/01/01;7;53;72718,28657;64547,69258;8170,593997;0,126582278
366;2017/01/01;3;53;119363,2401;73454,30162;45908,93851;0,625
367;2017/01/01;5;53;332902,9817;258924,5413;73978,44037;0,285714286
368;2017/01/01;1;53;149943,905;98239,11015;51704,79481;0,526315789
369;2017/01/01;4;53;471252,2727;390001,8809;81250,39185;0,208333333
370;2017/01/01;6;53;90716,0625;78289,20462;12426,85788;0,158730159
371;2017/01/01;2;53;49981,30165;30757,72409;19223,57756;0,625
372;2017/01/01;7;54;64569,90683;56973,4472;7596,459627;0,133333333
373;2017/01/01;3;54;95083,125;58512,69231;36570,43269;0,625
374;2017/01/01;5;54;221186,2766;197402,806;23783,4706;0,120481928
375;2017/01/01;1;54;142407,6027;91547,74462;50859,85812;0,555555556
376;2017/01/01;4;54;328287;268598,4545;59688,54545;0,222222222
377;2017/01/01;6;54;102928,2673;92093,71287;10834,55446;0,117647059
378;2017/01/01;2;54;42374,00136;24718,16746;17655,8339;0,714285714
